NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,R,PLANETDISCMETH,DATE,MASS
tau Gru b,1.2147,2.51797,1311,0.07,100,2450870,19.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2003,http://adsabs.harvard.edu/abs/2003MNRAS.341..948J,,RV,2003,1.2147
HD 96063 b,1.14167,1.11312,361.1,0,90,2455260,25.9,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,RV,2011,1.14167
HD 5608 b,1.47372,1.98519,792.6,0.19,269,2452327,23.5,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64..135S,,RV,2012,1.47372
HD 80606 b,3.89024,0.447343,111.4367,0.934,300.6,2454424.857,472,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...498L...5M,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375L..27N,1.029,RV,2001,3.89054
HD 86264 b,6.62738,2.84117,1475,0.7,306,2455172,132,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,,RV,2009,6.62738
HD 82943 c,1.58936,0.742283,219.3,0.425,133,2451851,54.4,Tan 2013,http://adsabs.harvard.edu/abs/2013ApJ...777..101T,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,RV,2004,1.58936
iota Hor b,2.04683,0.92376,302.8,0.14,346,2451227,57.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Kurster 2000,http://adsabs.harvard.edu/abs/2000A%26A...353L..33K,,RV,2000,2.04683
HD 37124 d,0.68665,2.80658,1862,0.16,0,2448558,12.8,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,,RV,2005,0.68665
HD 192263 b,0.639382,0.152945,24.3556,0.055,200,2450994.3,51.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Santos 2000,http://adsabs.harvard.edu/abs/2000A%26A...356..599S,,RV,2000,0.639382
HD 204313 b,3.50088,3.07131,1920.1,0.23,298,2452111.6,57,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...50R,Segransan 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A..45S,,RV,2010,3.50088
HIP 14810 b,3.87441,0.0692271,6.673859,0.142483,159.48,2453988.253,424.329,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,,RV,2006,3.87441
HD 90156 b,0.0565295,0.249855,49.77,0.31,113,2454775.1,3.69,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,,RV,2011,0.0565295
Pr 211 b,1.84394,0.0320419,2.1451,0,90,2456013.9889,299.9,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,Quinn 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q,,RV,2012,1.84394
24 Sex c,1.51716,2.24032,910,0.412,352,2454941,23.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,,RV,2011,1.51716
HD 60532 c,2.46312,1.57999,604,0.02,151,2453732,46.4,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,Desort 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..883D,,RV,2008,2.46312
HD 68988 b,1.79992,0.0692771,6.27711,0.1249,31.4,2451548.84,184.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,,RV,2002,1.79992
HD 149143 b,1.32811,0.0530508,4.072,0.016,0,2453483.9,149.6,Fischer 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F,Fischer 2006 ; da Silva 2006,http://adsabs.harvard.edu/abs/2006ApJ...637.1094F ; http://adsabs.harvard.edu/abs/2006A%26A...446..717D,,RV,2006,1.32811
HD 79498 b,1.34632,3.13296,1966.1,0.59,221,2453210.9,26,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,,RV,2012,1.34632
HD 181433 c,0.640416,1.75604,962,0.28,21.4,2453235,16.2,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,,RV,2009,0.640416
70 Vir b,7.46144,0.483601,116.6884,0.4007,358.71,2447239.82,316.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 1996,http://adsabs.harvard.edu/abs/1996ApJ...464L.147M,,RV,1996,7.46144
HD 102365 b,0.0509774,0.463328,122.1,0.34,105,2450129,2.4,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..103T,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..103T,,RV,2011,0.0509774
BD -08 2823 b,0.045941,0.0558236,5.6,0.15,30,2454637.7,6.5,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..46H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..46H,,RV,2010,0.045941
GJ 436 b,0.0725512,0.0287188,2.64385,0.16,351,2451551.716,18.34,Maness 2007,http://adsabs.harvard.edu/abs/2007PASP..119...90M,Butler 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..580B,0.3767,RV,2004,0.0726979
HD 6718 b,1.5591,3.55427,2496,0.1,286,2454357,24.1,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,,RV,2010,1.5591
HD 33636 b,9.26951,3.26519,2127.7,0.4805,339.5,2451205.8,164.2,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,,RV,2002,9.26951
HD 240237 b,5.31949,1.91887,745.7,0.4,108.1,2454292,91.5,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,,RV,2012,5.31949
rho CrB b,1.06409,0.225692,39.8449,0.057,303,2450563.2,64.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Noyes 1997,http://adsabs.harvard.edu/abs/1997ApJ...483L.111N,,RV,1997,1.06409
HD 11977 b,7.40012,2.063,711,0.4,351.5,2451420,105,Setiawan 2005,http://adsabs.harvard.edu/abs/2005A%26A...437L..31S,Setiawan 2005,http://adsabs.harvard.edu/abs/2005A%26A...437L..31S,,RV,2005,7.40012
HD 73534 b,1.06828,3.0184,1770,0.074,12,2456450,16.2,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,,RV,2009,1.06828
HD 164604 b,2.6885,1.30299,606.4,0.24,51,2452674,77,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,,RV,2010,2.6885
HD 37124 c,0.648109,1.70993,885.5,0.125,53,2449534,15.4,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,,RV,2003,0.648109
HD 217107 c,2.61546,5.33414,4270,0.517222,198.598,2451106.321,35.7,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,,RV,2005,2.61546
HD 74156 b,1.77342,0.291535,51.638,0.63,174,2450793.3,108,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Naef 2004,http://adsabs.harvard.edu/abs/2004A%26A...414..351N,,RV,2004,1.77342
HD 103774 b,0.368054,0.070273,5.8881,0.09,318,2455675.4,34.3,Lo Curto 2013,http://arxiv.org/abs/1301.2741,Lo Curto 2013,http://arxiv.org/abs/1301.2741,,RV,2013,0.368054
HD 13931 b,1.88123,5.14931,4218,0.02,290,2454494,23.3,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,,RV,2010,1.88123
HD 155358 c,0.807031,1.00082,391.9,0.16,180,2455345.4,24.9,Robert 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,,RV,2007,0.807031
14 And b,4.68383,0.823151,185.84,0,0,2452861.4,100,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,,RV,2008,4.68383
81 Cet b,4.31096,2.28088,952.7,0.206,175,2452486,62.8,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,,RV,2008,4.31096
mu Ara e,0.543322,0.93961,310.54999,0.0666,189.6,2452708.7,14.91,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,Pepe 2007 ; Gozdiewski 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P ; http://adsabs.harvard.edu/abs/2007ApJ...657..546G,,RV,2007,0.543322
HD 136118 b,11.6809,2.33328,1187.3,0.338,319.9,2452999.5,210.7,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Fischer 2002,http://adsabs.harvard.edu/abs/2002PASP..114..529F,,RV,2002,11.6809
HD 6434 b,0.397195,0.142061,21.997999,0.17,156,2451490.8,34.2,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,RV,2004,0.397195
HD 5319 b,1.6984,1.63515,674.59998,0.12,76.3,2453067.7,33.6,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,,RV,2007,1.6984
HD 231701 b,1.08667,0.555583,141.60001,0.1,46,2453180,39,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,,RV,2007,1.08667
HD 75898 b,2.51504,1.18906,418.20001,0.1,263.7,2452907,58.2,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,,RV,2007,2.51504
16 Cyg B b,1.63997,1.66027,798.5,0.681,85.8,2446549.1,50.5,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Cochran 1997,http://adsabs.harvard.edu/abs/1997ApJ...483..457C,,RV,1997,1.63997
HD 213240 b,4.53249,1.88529,882.7,0.421,201,2451499,96.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Santos 2001,http://adsabs.harvard.edu/abs/2001A%26A...379..999S,,RV,2001,4.53249
HD 12661 b,2.3408,0.838172,262.70861,0.376834,295.978,2454152.755,73.5609,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2001,http://adsabs.harvard.edu/abs/2001ApJ...551.1107F,,RV,2001,2.3408
HD 74156 c,8.24664,3.8997,2520,0.38,268,2448416,115,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Naef 2004,http://adsabs.harvard.edu/abs/2004A%26A...414..351N,,RV,2004,8.24664
HD 20794 c,0.00743617,0.203628,40.114,0,0,2454766.756,0.56,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,,RV,2011,0.00743617
HD 38801 b,10.0105,1.6471,696.3,0,0,2453966,200,Harakawa 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..550H,Harakawa 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..550H,,RV,2010,10.0105
HD 132563 B b,1.49247,2.62431,1544,0.22,158,2452593,26.7,Desidera 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..90D,Desidera 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..90D,,RV,2011,1.49247
GJ 667 C c,0.0130687,0.125003,28.1,0.27,140,2454462,1.9,Robertson 2014,http://arxiv.org/abs/1409.0021,Bonfils 2011,http://arxiv.org/abs/1111.5019,,RV,2011,0.0130687
HD 207832 c,0.730294,2.1118,1155.7,0.27,121.6,2452510.8151989,15.3,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,,RV,2012,0.730294
HD 5891 b,5.22845,0.636168,177.11,0.066,351,2455432,178.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,RV,2011,5.22845
HD 173416 b,2.71808,1.16272,323.6,0.21,254,2453465.8,51.8,Liu 2009,http://adsabs.harvard.edu/abs/2009RAA.....9....1L,Liu 2009,http://adsabs.harvard.edu/abs/2009RAA.....9....1L,,RV,2009,2.71808
HD 76700 b,0.232142,0.0511051,3.97097,0.095,30,2451213.32,27.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,,RV,2003,0.232142
HD 39091 b,10.088,3.34651,2151,0.6405,330.24,2447820,196.4,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.333..871J,,RV,2002,10.088
HD 7449 b,1.3131,2.33982,1275,0.82,339,2455298,41.59,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,,RV,2011,1.3131
HD 149026 b,0.359837,0.0431325,2.8758911,0,90,2453317.838,43.3,Carter 2009,http://adsabs.harvard.edu/abs/2009ApJ...696..241C,Sato 2005,http://adsabs.harvard.edu/abs/2005ApJ...633..465S,0.654,RV,2005,0.361471
HD 216437 b,2.16817,2.48556,1353,0.319,67.7,2450605,39,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.337.1170J,,RV,2002,2.16817
HD 49674 b,0.101571,0.0571073,4.94737,0.087,264,2451882.38,12.04,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,,RV,2003,0.101571
HD 82943 b,1.58935,1.1851,442.4,0.203,107,2451597.7,39.8,Tan 2013,http://adsabs.harvard.edu/abs/2013ApJ...777..101T,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,RV,2004,1.68512
HD 77338 b,0.0498139,0.0612143,5.7361,0.09,223.454,2453355.6,5.96,Jenkins 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...67J,Jenkins 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...67J,,RV,2013,0.0498139
HD 220773 b,1.44975,4.94302,3724.7,0.51,259,2453866.4,20,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,,RV,2012,1.44975
HD 159868 c,0.73,1.02595,352.3,0.15,290,2453239,20.1,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,Wittenmyer 2012,http://adsabs.harvard.edu/abs/2012ApJ...753..169W,,RV,2012,0.73
HD 137388 b,0.227816,0.88883,330,0.36,86,2455209,7.94,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,,RV,2011,0.227816
HD 100777 b,1.16502,1.03378,383.70001,0.36,202.7,2453456.2,34.9,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,,RV,2007,1.16502
HD 222582 b,7.63003,1.33658,572.38,0.725,319.01,2450706.7,276.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,,RV,2000,7.63003
HD 128311 b,1.4572,1.08649,454.2,0.345,63,2453835,46.5,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,,RV,2003,1.4572
HD 181433 d,0.535482,3.02208,2172,0.48,330,2452154,11.3,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,,RV,2009,0.535482
HD 4208 b,0.807457,1.65355,828,0.052,345,2451040,19.06,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,,RV,2002,0.807457
HD 5388 b,1.96509,1.76349,777,0.4,324,2454570,41.7,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,,RV,2010,1.96509
11 UMi b,11.0873,1.53498,516.22,0.08,117.63,2452861.04,189.7,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,,RV,2009,11.0873
HD 4732 c,2.36493,4.60219,2732,0.23,118,2456093,24.4,Sato 2013,http://adsabs.harvard.edu/abs/2013ApJ...762....9S,Sato 2013,http://adsabs.harvard.edu/abs/2013ApJ...762....9S,,RV,2013,2.36493
kappa CrB b,1.9747,2.71619,1300,0.125,83.1,2453899,27.3,Bonsor 2013,http://adsabs.harvard.edu/abs/2013MNRAS.431.3025B,Johnson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..784J,,RV,2008,1.9747
HD 99492 b,0.106179,0.121908,17.0431,0.254,219,2450468.7,9.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,,RV,2005,0.106179
HD 204941 b,0.26689,2.55427,1733,0.37,228,2456015,5.94,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,,RV,2011,0.26689
HD 196050 b,2.8434,2.51056,1378,0.228,187,2450843,49.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Jones 2002,http://adsabs.harvard.edu/abs/2002MNRAS.337.1170J,,RV,2002,2.8434
HD 111232 b,6.84182,1.97489,1143,0.2,98,2451230,159.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,,RV,2004,6.84182
HD 117618 b,0.176652,0.174852,25.827,0.42,254,2450832.2,12.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2005,http://adsabs.harvard.edu/abs/2005ApJ...623.1171T,,RV,2005,0.176652
HD 180902 b,1.56395,1.38103,479,0.09,300,2454858.2914,30.7,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,,RV,2010,1.56395
HIP 12961 b,0.354314,0.25497,57.435,0.166,272,2454428.4,24.71,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,,RV,2011,0.354314
HD 63454 b,0.384566,0.0362523,2.818049,0,87.3,2455583.24,64.19,Kane 2011,http://adsabs.harvard.edu/abs/2011ApJ...737...58K,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,,RV,2005,0.384566
BD +48 738 b,1.2654,1.11234,392.6,0.2,358.9,2454457.2,31.9,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,Gettel 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...28G,,RV,2012,1.2654
NGC 2423 3 b,6.63106,1.6555,714.3,0.21,18,2453213,137.6,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,,RV,2007,6.63106
HD 13908 b,0.865,0.153755,19.382,0.046,185,2455750.93,55.3,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,,RV,2013,0.865
HD 50499 b,1.74473,3.87172,2457.8717,0.253675,258.799,2451220.052,23.0219,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,,RV,2005,1.74473
HD 154857 c,2.57917,5.35635,3452,0.06,352,2455219,24.2,Wittenmyer 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.5525W,O'Toole 2007,http://adsabs.harvard.edu/abs/2007ApJ...660.1636O,,RV,2007,2.57917
GJ 163 b,0.033876,0.0606753,8.631,0.11,97,2455042.253,6.22,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,,RV,2013,0.033876
HD 2039 b,5.92499,2.19755,1120,0.715,344.1,2452041,153,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,,RV,2003,5.92499
HD 187085 b,0.803694,2.02754,986,0.47,94,2450912,17,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,Jones 2006,http://adsabs.harvard.edu/abs/2006MNRAS.369..249J,,RV,2006,0.803694
HD 118203 b,2.13623,0.0702997,6.1335,0.309,155.7,2453394.23,217,Da Silva 2006,http://adsabs.harvard.edu/abs/2006A%26A...446..717D,Da Silva 2006,http://adsabs.harvard.edu/abs/2006A%26A...446..717D,,RV,2006,2.13623
HD 175167 b,7.77836,2.40085,1290,0.54,342,2453598,161,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,,RV,2010,7.77836
NGC 4349 127 b,9.88561,1.68103,677.8,0.19,61,2454114,188,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,Lovis 2007,http://adsabs.harvard.edu/abs/2007A&A...472..657L,,RV,2007,9.88561
GJ 676 A b,4.89701,1.81539,1056.8,0.326,85.7,2455411.9,129.3,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,Forveille 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.141F,,RV,2011,4.89701
HD 47186 c,0.348285,2.38704,1353.6,0.249,26,2452010,6.65,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,Bouchy 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..527B,,RV,2009,0.348285
HIP 14810 d,0.5806,1.88623,950.69651,0.165251,296.832,2454345.169,12.2451,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,,RV,2009,0.5806
HD 142245 b,1.89038,2.77628,1299,0,234,2454760,24.8,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,RV,2011,1.89038
HD 30177 b,9.68782,3.80821,2770,0.193,34,2451437,146.8,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,,RV,2003,9.68782
bet Cnc b,7.8,1.67364,605.2,0.08,58.9,2453229.8,133,Lee 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L,Lee 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L,,RV,2014,7.8
HD 190647 b,1.90296,2.07238,1038.1,0.18,232.5,2453868,36.4,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,Naef 2007,http://adsabs.harvard.edu/abs/2007A%26A...470..721N,,RV,2007,1.90296
HD 97658 b,0.024749,0.0796373,9.4909,0.064,351,2596361.8051,2.9,Dragomir 2013,http://adsabs.harvard.edu/abs/2013arXiv1305.7260D,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H,0.208761,RV,2011,0.024739
HD 106270 b,11.0869,4.37827,2890,0.402,15.4,2454830,142.1,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,RV,2011,11.0869
HD 30856 b,1.85721,2.04004,912,0.117,180,2455260,31.9,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,,RV,2011,1.85721
HD 48265 b,1.20645,1.59435,762,0.24,289,2452892,29,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,,RV,2009,1.20645
HD 89307 b,1.79148,3.26609,2166,0.2,4.9,2452346.4,28.9,Fischer 2009 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,,RV,2009,1.79148
HD 163607 c,2.2924,2.41789,1314,0.12,265,2455085,40.4,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,,RV,2012,2.2924
HD 4313 b,2.17173,1.13327,356,0.041,85.59,2454804,46.9,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,,RV,2010,2.17173
HD 2638 b,0.477325,0.0435743,3.4442,0,0,2453323.206,67.4,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,,RV,2005,0.477325
HD 168443 b,7.69745,0.29385,58.11247,0.52883,172.923,2455626.199,475.133,Pilyavsky 2011 (corrected: priv. comm.),http://adsabs.harvard.edu/abs/2011ApJ...743..162P,Marcy 1999,http://adsabs.harvard.edu/abs/1999ApJ...520..239M,,RV,1999,7.69745
HD 10180 f,0.0743252,0.49279,122.72,0.133,265,2454027.5528,2.95,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,,RV,2011,0.0743252
